Year,Month,Day,Hour,Minute,GHI,Wind Speed,Relative Humidity,Temperature,Pressure
2019,1,1,0,0,0,0.6,81.83,24.1,1014
2019,1,1,0,30,0,0.6,82.73,23.9,1013
2019,1,1,1,0,0,0.6,85.26,23.7,1013
2019,1,1,1,30,0,0.6,86.8,23.4,1013
2019,1,1,2,0,0,0.6,89.15,23.2,1013
2019,1,1,2,30,0,0.6,90.23,23,1013
2019,1,1,3,0,0,0.6,92.13,22.9,1013
2019,1,1,3,30,0,0.6,93.25,22.7,1013
2019,1,1,4,0,0,0.6,94.94,22.5,1013
2019,1,1,4,30,0,0.6,95.52,22.4,1013
2019,1,1,5,0,0,0.6,96.89,22.2,1014
2019,1,1,5,30,0,0.6,97.48,22.1,1014
2019,1,1,6,0,0,0.6,97.98,22,1014
2019,1,1,6,30,2,0.7,95.72,22.4,1015
2019,1,1,7,0,53,0.8,93.61,22.8,1015
2019,1,1,7,30,148,0.8,87.1,24,1015
2019,1,1,8,0,255,0.9,81.14,25.1,1015
2019,1,1,8,30,357,0.9,75.15,26.4,1015
2019,1,1,9,0,425,0.9,66.52,27.7,1015
2019,1,1,9,30,431,0.9,62.77,28.7,1015
2019,1,1,10,0,458,0.9,57.83,29.6,1015
2019,1,1,10,30,432,0.8,55.82,30.2,1014
2019,1,1,11,0,408,0.8,51.66,30.9,1013
2019,1,1,11,30,386,0.8,50.21,31.4,1013
2019,1,1,12,0,367,0.7,47.14,31.8,1012
2019,1,1,12,30,405,0.7,46.3,32.1,1011
2019,1,1,13,0,453,0.7,43.73,32.4,1011
2019,1,1,13,30,557,0.7,43.48,32.5,1011
2019,1,1,14,0,623,0.7,41.52,32.6,1010
2019,1,1,14,30,478,0.7,41.99,32.4,1010
2019,1,1,15,0,288,0.7,40.7,32.3,1010
2019,1,1,15,30,240,0.7,41.91,31.8,1011
2019,1,1,16,0,240,0.7,42.21,31.3,1011
2019,1,1,16,30,116,0.7,44.17,30.5,1011
2019,1,1,17,0,58,0.7,47.55,29.6,1011
2019,1,1,17,30,5,0.7,47.55,29.6,1011
2019,1,1,18,0,0,0.8,53.29,28,1012
2019,1,1,18,30,0,0.8,54.92,27.5,1013
2019,1,1,19,0,0,0.8,56.81,27,1013
2019,1,1,19,30,0,0.8,58.16,26.6,1013
2019,1,1,20,0,0,0.8,59.74,26.1,1014
2019,1,1,20,30,0,0.8,60.81,25.8,1014
2019,1,1,21,0,0,0.8,61.84,25.4,1014
2019,1,1,21,30,0,0.8,62.95,25.1,1014
2019,1,1,22,0,0,0.8,63.8,24.8,1014
2019,1,1,22,30,0,0.8,64.94,24.5,1014
2019,1,1,23,0,0,0.7,66.54,24.2,1014
2019,1,1,23,30,0,0.7,67.75,23.9,1014
2019,1,2,0,0,0,0.7,70.02,23.6,1015
2019,1,2,0,30,0,0.6,70.79,23.4,1014
2019,1,2,1,0,0,0.6,73.3,23.1,1014
2019,1,2,1,30,0,0.6,74.18,22.9,1014
2019,1,2,2,0,0,0.6,76.53,22.7,1014
2019,1,2,2,30,0,0.6,77,22.6,1014
2019,1,2,3,0,0,0.7,79.16,22.5,1014
2019,1,2,3,30,0,0.7,80.13,22.3,1014
2019,1,2,4,0,0,0.7,82.78,22.1,1014
2019,1,2,4,30,0,0.7,83.29,22,1014
2019,1,2,5,0,0,0.7,85.7,21.8,1014
2019,1,2,5,30,0,0.7,86.75,21.6,1014
2019,1,2,6,0,0,0.7,89.15,21.4,1015
2019,1,2,6,30,2,0.7,87.01,21.8,1015
2019,1,2,7,0,55,0.7,86.36,22.2,1015
2019,1,2,7,30,151,0.8,79.92,23.5,1016
2019,1,2,8,0,259,0.9,74.6,24.8,1016
2019,1,2,8,30,365,0.9,68.74,26.2,1017
2019,1,2,9,0,464,0.9,60.33,27.5,1017
2019,1,2,9,30,552,0.9,57.54,28.3,1016
2019,1,2,10,0,628,0.8,51.07,29.2,1016
2019,1,2,10,30,690,0.8,49.34,29.8,1016
2019,1,2,11,0,735,0.7,45.75,30.4,1015
2019,1,2,11,30,763,0.7,44.68,30.8,1014
2019,1,2,12,0,772,0.6,42.24,31.3,1013
2019,1,2,12,30,764,0.6,41.49,31.6,1012
2019,1,2,13,0,738,0.6,40.09,31.9,1012
2019,1,2,13,30,695,0.6,39.82,32,1011
2019,1,2,14,0,621,0.7,39.03,32.2,1011
2019,1,2,14,30,519,0.7,39.47,32,1011
2019,1,2,15,0,466,0.7,39.68,31.9,1011
2019,1,2,15,30,365,0.6,40.59,31.5,1011
2019,1,2,16,0,221,0.6,41.85,31.1,1011
2019,1,2,16,30,164,0.6,43.79,30.3,1011
2019,1,2,17,0,67,0.5,47.16,29.5,1011
2019,1,2,17,30,6,0.5,47.16,29.5,1011
2019,1,2,18,0,0,0.4,52.14,28.2,1011
2019,1,2,18,30,0,0.4,54.04,27.6,1012
2019,1,2,19,0,0,0.4,56.84,27.1,1012
2019,1,2,19,30,0,0.4,58.19,26.7,1012
2019,1,2,20,0,0,0.4,60.45,26.3,1013
2019,1,2,20,30,0,0.4,61.17,26.1,1013
2019,1,2,21,0,0,0.5,62.54,25.9,1013
2019,1,2,21,30,0,0.6,63.66,25.6,1013
2019,1,2,22,0,0,0.7,66.12,25.3,1013
2019,1,2,22,30,0,0.7,67.31,25,1013
2019,1,2,23,0,0,0.8,71.24,24.6,1013
2019,1,2,23,30,0,0.8,72.53,24.3,1013
2019,1,3,0,0,0,0.8,76.41,24,1013
2019,1,3,0,30,0,0.7,77.72,23.7,1012
2019,1,3,1,0,0,0.7,81.42,23.4,1012
2019,1,3,1,30,0,0.7,82.91,23.1,1012
2019,1,3,2,0,0,0.7,86.29,22.8,1012
2019,1,3,2,30,0,0.6,87.34,22.6,1012
2019,1,3,3,0,0,0.6,89.83,22.4,1013
2019,1,3,3,30,0,0.6,90.92,22.2,1013
2019,1,3,4,0,0,0.6,92.35,22.1,1013
2019,1,3,4,30,0,0.6,92.91,22,1013
2019,1,3,5,0,0,0.6,94.6,21.8,1013
2019,1,3,5,30,0,0.6,95.18,21.7,1013
2019,1,3,6,0,0,0.5,96.11,21.6,1014
2019,1,3,6,30,2,0.6,93.23,22.1,1014
2019,1,3,7,0,51,0.7,90.89,22.6,1014
2019,1,3,7,30,144,0.8,84.55,23.8,1014
2019,1,3,8,0,249,1,79.47,25.1,1015
2019,1,3,8,30,350,1,73.53,26.4,1014
2019,1,3,9,0,448,1,67.47,27.7,1014
2019,1,3,9,30,423,0.9,64.04,28.6,1014
2019,1,3,10,0,334,0.9,59.41,29.5,1013
2019,1,3,10,30,363,0.9,57.08,30.2,1013
2019,1,3,11,0,276,0.8,53.75,30.8,1012
2019,1,3,11,30,242,0.8,52.49,31.2,1011
2019,1,3,12,0,493,0.7,50.61,31.6,1011
2019,1,3,12,30,550,0.7,50,31.8,1010
2019,1,3,13,0,620,0.7,49.07,32,1010
2019,1,3,13,30,608,0.6,48.8,32.1,1010
2019,1,3,14,0,576,0.6,47.87,32.2,1009
2019,1,3,14,30,501,0.5,48.19,32.1,1010
2019,1,3,15,0,317,0.5,47.92,32,1010
2019,1,3,15,30,333,0.5,49.29,31.5,1010
2019,1,3,16,0,262,0.5,51.02,31.1,1010
2019,1,3,16,30,159,0.4,53.4,30.3,1010
2019,1,3,17,0,65,0.4,57.25,29.6,1011
2019,1,3,17,30,6,0.4,57.25,29.6,1011
2019,1,3,18,0,0,0.4,63.08,28.3,1011
2019,1,3,18,30,0,0.4,64.56,27.9,1011
2019,1,3,19,0,0,0.5,67.82,27.4,1012
2019,1,3,19,30,0,0.5,69.43,27,1012
2019,1,3,20,0,0,0.5,72.1,26.6,1012
2019,1,3,20,30,0,0.5,73.38,26.3,1012
2019,1,3,21,0,0,0.5,75.37,26,1012
2019,1,3,21,30,0,0.5,76.72,25.7,1012
2019,1,3,22,0,0,0.5,78.02,25.5,1012
2019,1,3,22,30,0,0.5,78.95,25.3,1012
2019,1,3,23,0,0,0.5,80.69,25,1012
2019,1,3,23,30,0,0.5,81.65,24.8,1012
2019,1,4,0,0,0,0.5,82.81,24.6,1012
2019,1,4,0,30,0,0.6,84.31,24.3,1012
2019,1,4,1,0,0,0.6,85.4,24.1,1012
2019,1,4,1,30,0,0.6,86.94,23.8,1012
2019,1,4,2,0,0,0.6,88.14,23.6,1012
2019,1,4,2,30,0,0.6,89.21,23.4,1012
2019,1,4,3,0,0,0.6,90.42,23.2,1012
2019,1,4,3,30,0,0.6,91.51,23,1012
2019,1,4,4,0,0,0.6,92.59,22.8,1012
2019,1,4,4,30,0,0.6,93.71,22.6,1012
2019,1,4,5,0,0,0.5,94.64,22.4,1012
2019,1,4,5,30,0,0.5,95.89,22.2,1013
2019,1,4,6,0,0,0.5,96.28,22.1,1013
2019,1,4,6,30,2,0.5,93.5,22.6,1014
2019,1,4,7,0,45,0.5,90.97,23.1,1014
2019,1,4,7,30,103,0.5,84.65,24.3,1014
2019,1,4,8,0,172,0.5,78.18,25.5,1015
2019,1,4,8,30,321,0.5,72.84,26.7,1015
2019,1,4,9,0,440,0.5,64.18,27.9,1015
2019,1,4,9,30,527,0.4,60.57,28.9,1015
2019,1,4,10,0,603,0.4,53.91,29.9,1015
2019,1,4,10,30,664,0.3,51.8,30.6,1015
2019,1,4,11,0,709,0.3,47.41,31.4,1014
2019,1,4,11,30,738,0.3,46.3,31.8,1013
2019,1,4,12,0,625,0.3,43.63,32.3,1013
2019,1,4,12,30,434,0.3,43.1,32.5,1012
2019,1,4,13,0,475,0.3,41.55,32.7,1012
2019,1,4,13,30,313,0.4,41.51,32.7,1011
2019,1,4,14,0,383,0.4,41.28,32.6,1011
2019,1,4,14,30,356,0.5,42.22,32.2,1011
2019,1,4,15,0,256,0.5,43.23,31.9,1011
2019,1,4,15,30,281,0.6,45.27,31.1,1012
2019,1,4,16,0,155,0.7,48.62,30.4,1012
2019,1,4,16,30,93,0.7,51.19,29.5,1012
2019,1,4,17,0,34,0.8,58.14,28.5,1013
2019,1,4,17,30,3,0.8,58.14,28.5,1013
2019,1,4,18,0,0,0.8,67.33,26.8,1014
2019,1,4,18,30,0,0.8,69.34,26.3,1014
2019,1,4,19,0,0,0.8,73.75,25.8,1015
2019,1,4,19,30,0,0.8,75.51,25.4,1015
2019,1,4,20,0,0,0.8,80.23,24.9,1015
2019,1,4,20,30,0,0.8,81.68,24.6,1015
2019,1,4,21,0,0,0.8,85.08,24.3,1015
2019,1,4,21,30,0,0.8,86.62,24,1015
2019,1,4,22,0,0,0.8,88.73,23.8,1015
2019,1,4,22,30,0,0.8,89.8,23.6,1015
2019,1,4,23,0,0,0.8,91.46,23.4,1015
2019,1,4,23,30,0,0.8,92.57,23.2,1015
2019,1,5,0,0,0,0.8,93.43,23.1,1015
2019,1,5,0,30,0,0.8,94.47,22.9,1014
2019,1,5,1,0,0,0.8,95.84,22.7,1014
2019,1,5,1,30,0,0.7,96.42,22.6,1014
2019,1,5,2,0,0,0.7,96.97,22.5,1014
2019,1,5,2,30,0,0.7,97.56,22.4,1014
2019,1,5,3,0,0,0.7,97.41,22.4,1014
2019,1,5,3,30,0,0.7,98,22.3,1014
2019,1,5,4,0,0,0.7,97.6,22.3,1015
2019,1,5,4,30,0,0.7,98.2,22.2,1015
2019,1,5,5,0,0,0.7,97.42,22.2,1015
2019,1,5,5,30,0,0.7,97.52,22.2,1016
2019,1,5,6,0,0,0.7,97.09,22.1,1016
2019,1,5,6,30,1,0.8,95.43,22.4,1017
2019,1,5,7,0,31,0.8,92.77,22.8,1017
2019,1,5,7,30,123,0.9,88.95,23.5,1017
2019,1,5,8,0,129,0.9,82.77,24.2,1018
2019,1,5,8,30,81,1,77.99,25.2,1018
2019,1,5,9,0,165,1,69.21,26.2,1018
2019,1,5,9,30,182,1,66.43,26.9,1018
2019,1,5,10,0,387,0.9,60.68,27.7,1018
2019,1,5,10,30,598,0.9,58.88,28.2,1017
2019,1,5,11,0,556,0.9,55.42,28.7,1017
2019,1,5,11,30,335,0.9,54.41,29,1016
2019,1,5,12,0,396,1,52,29.3,1016
2019,1,5,12,30,416,1,51.65,29.4,1015
2019,1,5,13,0,467,1,50.44,29.4,1015
2019,1,5,13,30,575,1,50.74,29.3,1015
2019,1,5,14,0,575,1,49.98,29.2,1015
2019,1,5,14,30,488,1.1,51.14,28.8,1015
2019,1,5,15,0,460,1.1,51.52,28.5,1015
2019,1,5,15,30,365,1.1,53.34,27.9,1015
2019,1,5,16,0,263,1.1,54.8,27.4,1015
2019,1,5,16,30,160,1.1,57.48,26.6,1016
2019,1,5,17,0,66,1.1,60.42,25.8,1016
2019,1,5,17,30,6,1.1,60.42,25.8,1016
2019,1,5,18,0,0,1.1,65.16,24.6,1017
2019,1,5,18,30,0,1.1,66.74,24.2,1017
2019,1,5,19,0,0,1.1,68.8,23.7,1017
2019,1,5,19,30,0,1,70.12,23.4,1018
2019,1,5,20,0,0,1,71.46,23.1,1018
2019,1,5,20,30,0,0.9,72.76,22.8,1018
2019,1,5,21,0,0,0.9,74.17,22.5,1018
2019,1,5,21,30,0,0.9,75,22.3,1017
2019,1,5,22,0,0,0.8,76.02,22.1,1017
2019,1,5,22,30,0,0.8,77.42,21.8,1017
2019,1,5,23,0,0,0.7,78.59,21.6,1017
2019,1,5,23,30,0,0.7,79.55,21.4,1017
2019,1,6,0,0,0,0.7,80.83,21.2,1017
2019,1,6,0,30,0,0.7,81.83,21,1017
2019,1,6,1,0,0,0.6,83.18,20.8,1017
2019,1,6,1,30,0,0.6,84.21,20.6,1017
2019,1,6,2,0,0,0.6,85.61,20.4,1017
2019,1,6,2,30,0,0.6,86.67,20.2,1017
2019,1,6,3,0,0,0.6,87.51,20.1,1017
2019,1,6,3,30,0,0.6,88.59,19.9,1017
2019,1,6,4,0,0,0.6,89.4,19.8,1017
2019,1,6,4,30,0,0.6,89.96,19.7,1017
2019,1,6,5,0,0,0.6,91.34,19.5,1017
2019,1,6,5,30,0,0.6,92,19.4,1018
2019,1,6,6,0,0,0.7,92.78,19.3,1018
2019,1,6,6,30,2,0.7,89.48,19.9,1019
2019,1,6,7,0,49,0.8,86.17,20.5,1019
2019,1,6,7,30,141,0.9,79.58,21.8,1019
2019,1,6,8,0,249,1,72.32,23,1020
2019,1,6,8,30,357,1,68.1,24,1020
2019,1,6,9,0,461,1,61.27,25,1020
2019,1,6,9,30,554,1,58.38,25.8,1019
2019,1,6,10,0,617,0.9,53.17,26.6,1019
2019,1,6,10,30,672,0.9,51.28,27.2,1018
2019,1,6,11,0,683,0.9,46.52,27.9,1018
2019,1,6,11,30,778,0.8,45.41,28.3,1017
2019,1,6,12,0,790,0.8,41.89,28.7,1016
2019,1,6,12,30,695,0.8,41.41,28.9,1016
2019,1,6,13,0,622,0.8,38.85,29.1,1015
2019,1,6,13,30,592,0.9,38.85,29.1,1015
2019,1,6,14,0,639,0.9,37.98,29,1015
2019,1,6,14,30,582,0.9,38.64,28.7,1015
2019,1,6,15,0,494,1,38.79,28.4,1015
2019,1,6,15,30,395,1,39.93,27.9,1015
2019,1,6,16,0,288,1,41,27.4,1015
2019,1,6,16,30,179,0.9,43.47,26.4,1015
2019,1,6,17,0,77,0.9,47.37,25.5,1016
2019,1,6,17,30,10,0.9,47.37,25.5,1016
2019,1,6,18,0,0,0.9,53.82,23.9,1016
2019,1,6,18,30,0,0.8,55.52,23.4,1017
2019,1,6,19,0,0,0.8,58.22,23,1017
2019,1,6,19,30,0,0.8,60.01,22.5,1017
2019,1,6,20,0,0,0.7,62.65,22.1,1017
2019,1,6,20,30,0,0.7,63.81,21.8,1017
2019,1,6,21,0,0,0.7,66.44,21.4,1017
2019,1,6,21,30,0,0.7,68.08,21,1017
2019,1,6,22,0,0,0.7,70.31,20.7,1017
2019,1,6,22,30,0,0.6,72.06,20.3,1017
2019,1,6,23,0,0,0.6,74.16,20,1017
2019,1,6,23,30,0,0.6,75.55,19.7,1017
2019,1,7,0,0,0,0.6,77.05,19.5,1017
2019,1,7,0,30,0,0.6,78.49,19.2,1017
2019,1,7,1,0,0,0.6,80.24,18.9,1016
2019,1,7,1,30,0,0.6,81.25,18.7,1016
2019,1,7,2,0,0,0.6,83.01,18.4,1016
2019,1,7,2,30,0,0.6,84.06,18.2,1016
2019,1,7,3,0,0,0.6,85.68,17.9,1016
2019,1,7,3,30,0,0.6,86.76,17.7,1016
2019,1,7,4,0,0,0.6,87.69,17.5,1016
2019,1,7,4,30,0,0.6,88.89,17.3,1017
2019,1,7,5,0,0,0.6,90.02,17.1,1017
2019,1,7,5,30,0,0.6,90.59,17,1017
2019,1,7,6,0,0,0.6,91.98,16.8,1018
2019,1,7,6,30,2,0.6,88.56,17.4,1018
2019,1,7,7,0,51,0.6,85.47,18,1019
2019,1,7,7,30,147,0.6,77.37,19.6,1019
2019,1,7,8,0,256,0.7,68.55,21.1,1019
2019,1,7,8,30,364,0.7,62.63,22.6,1020
2019,1,7,9,0,466,0.7,53.14,24.2,1020
2019,1,7,9,30,558,0.7,49.72,25.3,1019
2019,1,7,10,0,638,0.6,44.08,26.5,1019
2019,1,7,10,30,701,0.6,42.02,27.3,1018
2019,1,7,11,0,748,0.5,38.7,28.1,1018
2019,1,7,11,30,779,0.5,37.56,28.6,1017
2019,1,7,12,0,791,0.5,34.7,29.2,1016
2019,1,7,12,30,785,0.5,34.11,29.5,1016
2019,1,7,13,0,759,0.5,32.32,29.8,1015
2019,1,7,13,30,717,0.5,32.14,29.9,1015
2019,1,7,14,0,658,0.5,31.73,30,1014
2019,1,7,14,30,583,0.5,32.09,29.8,1014
2019,1,7,15,0,495,0.6,32.75,29.6,1014
2019,1,7,15,30,396,0.6,33.7,29.1,1014
2019,1,7,16,0,290,0.7,35.42,28.6,1015
2019,1,7,16,30,181,0.7,37.76,27.5,1015
2019,1,7,17,0,79,0.8,42.56,26.4,1015
2019,1,7,17,30,11,0.8,42.56,26.4,1015
2019,1,7,18,0,0,0.9,50.02,24.5,1016
2019,1,7,18,30,0,0.9,51.85,23.9,1016
2019,1,7,19,0,0,0.9,55.59,23.3,1017
2019,1,7,19,30,0,0.9,56.94,22.9,1017
2019,1,7,20,0,0,0.8,60.67,22.5,1017
2019,1,7,20,30,0,0.8,62.16,22.1,1017
2019,1,7,21,0,0,0.8,65.69,21.8,1018
2019,1,7,21,30,0,0.8,66.9,21.5,1018
2019,1,7,22,0,0,0.7,70.48,21.2,1017
2019,1,7,22,30,0,0.7,71.34,21,1017
2019,1,7,23,0,0,0.7,75.03,20.8,1017
2019,1,7,23,30,0,0.7,75.96,20.6,1017
2019,1,8,0,0,0,0.7,79.39,20.5,1017
2019,1,8,0,30,0,0.7,79.88,20.4,1017
2019,1,8,1,0,0,0.7,83.24,20.3,1017
2019,1,8,1,30,0,0.7,83.75,20.2,1017
2019,1,8,2,0,0,0.7,86.94,20.1,1017
2019,1,8,2,30,0,0.6,87.48,20,1017
2019,1,8,3,0,0,0.6,90.23,19.9,1017
2019,1,8,3,30,0,0.6,90.23,19.9,1017
2019,1,8,4,0,0,0.6,92.54,19.8,1017
2019,1,8,4,30,0,0.6,93.12,19.7,1017
2019,1,8,5,0,0,0.6,94.6,19.6,1017
2019,1,8,5,30,0,0.7,95.19,19.5,1017
2019,1,8,6,0,0,0.7,96.8,19.4,1018
2019,1,8,6,30,2,0.7,94.44,19.8,1018
2019,1,8,7,0,46,0.7,94.61,20.3,1018
2019,1,8,7,30,136,0.7,89.07,21.3,1019
2019,1,8,8,0,236,0.7,89.18,22.3,1019
2019,1,8,8,30,340,0.8,81.47,23.8,1019
2019,1,8,9,0,442,0.8,73.67,25.3,1019
2019,1,8,9,30,531,0.8,68.64,26.5,1019
2019,1,8,10,0,536,0.8,60.3,27.6,1019
2019,1,8,10,30,626,0.7,57.51,28.4,1018
2019,1,8,11,0,683,0.7,51.71,29.2,1018
2019,1,8,11,30,736,0.7,50.2,29.7,1017
2019,1,8,12,0,754,0.7,46.55,30.2,1016
2019,1,8,12,30,729,0.7,45.76,30.5,1016
2019,1,8,13,0,558,0.7,44,30.7,1015
2019,1,8,13,30,407,0.8,44.25,30.6,1015
2019,1,8,14,0,532,0.8,44.43,30.5,1015
2019,1,8,14,30,391,0.9,45.71,30,1015
2019,1,8,15,0,281,1,48.3,29.5,1015
2019,1,8,15,30,332,1,50.58,28.7,1015
2019,1,8,16,0,257,1.1,55.88,28,1016
2019,1,8,16,30,145,1.1,59.58,26.9,1016
2019,1,8,17,0,51,1.1,68.53,25.9,1016
2019,1,8,17,30,9,1.1,68.53,25.9,1016
2019,1,8,18,0,0,1.1,80.41,24.2,1017
2019,1,8,18,30,0,1.1,82.93,23.7,1018
2019,1,8,19,0,0,1.1,88.64,23.2,1018
2019,1,8,19,30,0,1.1,90.8,22.8,1018
2019,1,8,20,0,0,1,94.61,22.5,1018
2019,1,8,20,30,0,1,95.86,22.3,1019
2019,1,8,21,0,0,1,97.72,22.1,1019
2019,1,8,21,30,0,0.9,98.32,22,1019
2019,1,8,22,0,0,0.8,99.27,21.8,1018
2019,1,8,22,30,0,0.8,99.88,21.7,1018
2019,1,8,23,0,0,0.7,99.79,21.6,1018
2019,1,8,23,30,0,0.7,100,21.5,1018
2019,1,9,0,0,0,0.6,100,21.4,1018
2019,1,9,0,30,0,0.6,100,21.3,1018
2019,1,9,1,0,0,0.6,100,21.2,1018
2019,1,9,1,30,0,0.6,100,21.1,1018
2019,1,9,2,0,0,0.6,100,21,1018
2019,1,9,2,30,0,0.6,100,20.9,1018
2019,1,9,3,0,0,0.6,100,20.8,1017
2019,1,9,3,30,0,0.6,100,20.8,1018
2019,1,9,4,0,0,0.6,100,20.8,1018
2019,1,9,4,30,0,0.6,100,20.8,1018
2019,1,9,5,0,0,0.7,100,20.8,1018
2019,1,9,5,30,0,0.7,100,20.9,1019
2019,1,9,6,0,0,0.7,100,20.9,1019
2019,1,9,6,30,2,0.8,98.24,21.3,1019
2019,1,9,7,0,46,0.9,99.13,21.6,1020
2019,1,9,7,30,136,0.9,96.16,22.1,1020
2019,1,9,8,0,102,0.9,96.29,22.7,1021
2019,1,9,8,30,153,1,92.31,23.4,1021
2019,1,9,9,0,296,1,87.54,24.1,1021
2019,1,9,9,30,285,1,81.99,25.2,1021
2019,1,9,10,0,402,1.1,70.11,26.2,1020
2019,1,9,10,30,295,1.1,67.29,26.9,1020
2019,1,9,11,0,350,1.1,60.94,27.6,1019
2019,1,9,11,30,473,1.1,59.88,27.9,1019
2019,1,9,12,0,326,1.1,57.31,28.2,1018
2019,1,9,12,30,392,1.1,56.92,28.3,1017
2019,1,9,13,0,474,1.1,55.8,28.4,1017
2019,1,9,13,30,585,1.2,56.45,28.2,1017
2019,1,9,14,0,627,1.2,56.89,28,1016
2019,1,9,14,30,537,1.2,58.62,27.5,1017
2019,1,9,15,0,437,1.2,60.22,27.1,1017
2019,1,9,15,30,255,1.2,62.74,26.4,1017
2019,1,9,16,0,253,1.2,65.49,25.8,1017
2019,1,9,16,30,175,1.2,68.67,25,1017
2019,1,9,17,0,77,1.2,71.99,24.3,1018
2019,1,9,17,30,11,1.2,71.99,24.3,1018
2019,1,9,18,0,0,1.1,76.32,23.2,1018
2019,1,9,18,30,0,1.1,78.26,22.8,1019
2019,1,9,19,0,0,1,77.75,22.5,1019
2019,1,9,19,30,0,1,79.18,22.2,1019
2019,1,9,20,0,0,0.9,78.36,21.9,1019
2019,1,9,20,30,0,0.9,79.32,21.7,1019
2019,1,9,21,0,0,0.8,79.07,21.4,1019
2019,1,9,21,30,0,0.8,80.04,21.2,1019
2019,1,9,22,0,0,0.8,80.49,20.9,1019
2019,1,9,22,30,0,0.7,81.48,20.7,1019
2019,1,9,23,0,0,0.7,82.28,20.4,1019
2019,1,9,23,30,0,0.7,83.3,20.2,1019
2019,1,10,0,0,0,0.7,85.07,19.9,1019
2019,1,10,0,30,0,0.7,86.13,19.7,1019
2019,1,10,1,0,0,0.7,87.21,19.5,1018
2019,1,10,1,30,0,0.7,87.75,19.4,1018
2019,1,10,2,0,0,0.7,88.39,19.3,1018
2019,1,10,2,30,0,0.7,88.39,19.3,1018
2019,1,10,3,0,0,0.7,89.36,19.3,1018
2019,1,10,3,30,0,0.7,89.91,19.2,1018
2019,1,10,4,0,0,0.7,91.78,19.1,1018
2019,1,10,4,30,0,0.7,91.78,19.1,1018
2019,1,10,5,0,0,0.7,93.56,19,1018
2019,1,10,5,30,0,0.7,93.56,19,1018
2019,1,10,6,0,0,0.7,94.19,19.1,1019
2019,1,10,6,30,2,0.8,91.32,19.6,1019
2019,1,10,7,0,47,0.8,89.3,20.2,1019
2019,1,10,7,30,138,0.9,83.98,21.2,1019
2019,1,10,8,0,79,0.9,78.96,22.2,1020
2019,1,10,8,30,165,1,74.33,23.2,1020
2019,1,10,9,0,334,1.1,65.57,24.3,1020
2019,1,10,9,30,343,1.1,62.52,25.1,1020
2019,1,10,10,0,283,1.1,56.32,25.8,1019
2019,1,10,10,30,351,1.1,54.36,26.4,1019
2019,1,10,11,0,447,1.1,50.28,26.9,1018
2019,1,10,11,30,500,1.1,49.41,27.2,1018
2019,1,10,12,0,671,1.2,47.09,27.4,1017
2019,1,10,12,30,736,1.2,47.09,27.4,1017
2019,1,10,13,0,695,1.2,46.36,27.3,1016
2019,1,10,13,30,678,1.2,46.9,27.1,1016
2019,1,10,14,0,642,1.2,46.73,26.9,1016
2019,1,10,14,30,571,1.2,47.84,26.5,1016
2019,1,10,15,0,487,1.2,48.59,26,1016
2019,1,10,15,30,391,1.2,50.35,25.4,1016
2019,1,10,16,0,288,1.2,51.69,24.8,1016
2019,1,10,16,30,182,1.1,54.27,24,1017
2019,1,10,17,0,82,1,57.53,23.2,1017
2019,1,10,17,30,12,1,57.53,23.2,1017
2019,1,10,18,0,0,0.9,63.67,21.9,1018
2019,1,10,18,30,0,0.8,65.64,21.4,1018
2019,1,10,19,0,0,0.8,68.81,20.9,1018
2019,1,10,19,30,0,0.8,70.52,20.5,1018
2019,1,10,20,0,0,0.7,73.99,20,1018
2019,1,10,20,30,0,0.7,75.84,19.6,1018
2019,1,10,21,0,0,0.6,78.38,19.2,1018
2019,1,10,21,30,0,0.6,79.86,18.9,1018
2019,1,10,22,0,0,0.6,82.48,18.5,1018
2019,1,10,22,30,0,0.6,84.04,18.2,1018
2019,1,10,23,0,0,0.7,86.23,17.9,1018
2019,1,10,23,30,0,0.7,87.31,17.7,1018
2019,1,11,0,0,0,0.7,88.8,17.4,1017
2019,1,11,0,30,0,0.7,89.92,17.2,1017
2019,1,11,1,0,0,0.7,90.91,17,1017
2019,1,11,1,30,0,0.7,91.48,16.9,1017
2019,1,11,2,0,0,0.7,92.05,16.8,1017
2019,1,11,2,30,0,0.7,92.63,16.7,1017
2019,1,11,3,0,0,0.7,92.98,16.6,1017
2019,1,11,3,30,0,0.7,93.48,16.5,1016
2019,1,11,4,0,0,0.7,93.5,16.4,1016
2019,1,11,4,30,0,0.8,94.19,16.3,1017
2019,1,11,5,0,0,0.8,94.15,16.2,1017
2019,1,11,5,30,0,0.8,94.15,16.2,1017
2019,1,11,6,0,0,0.8,94.13,16.1,1017
2019,1,11,6,30,2,0.8,90.13,16.8,1018
2019,1,11,7,0,48,0.7,87.23,17.5,1018
2019,1,11,7,30,141,0.7,78.44,19.2,1018
2019,1,11,8,0,249,0.6,67.98,20.8,1019
2019,1,11,8,30,357,0.6,63.18,22,1019
2019,1,11,9,0,460,0.6,55.5,23.2,1019
2019,1,11,9,30,553,0.6,52.59,24.1,1019
2019,1,11,10,0,634,0.6,47.15,25,1018
2019,1,11,10,30,699,0.6,45.23,25.7,1018
2019,1,11,11,0,748,0.5,41.09,26.4,1017
2019,1,11,11,30,781,0.5,39.63,27,1016
2019,1,11,12,0,795,0.5,36.63,27.5,1015
